prompt	ground_truth	candidate
jump around right thrice after jump around right twice ->	RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP	 turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
look around right twice and run around right ->	RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN	 turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right run turn right run turn right run turn right run
jump around right thrice after jump right ->	RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP	 turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
walk left thrice after run around right thrice ->	RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN LEFT WALK LEFT WALK LEFT WALK	 turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn left walk turn left walk turn left walk
jump after jump around right thrice ->	RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP JUMP	 turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
walk around left thrice after walk left ->	LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK	 turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
jump around right thrice after turn around right twice ->	RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP	 turn right turn right turn right turn right turn right turn right turn right turn right turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
turn around left thrice and turn around right thrice ->	LEFT LEFT LEFT LEFT LEFT LEFT LEFT LEFT LEFT LEFT LEFT LEFT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT	 turn left turn left turn left turn left turn left turn left turn left turn left turn left turn left turn left turn left turn left turn left turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right
look and look around left thrice ->	LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK	 look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look
look around left twice after jump around right thrice ->	RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK	 turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look
turn around left twice after walk around right twice ->	RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK LEFT LEFT LEFT LEFT LEFT LEFT LEFT LEFT	 turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn left turn left turn left turn left turn left turn left turn left turn left
look around left thrice and run around left twice ->	LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN	 turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left run turn left run turn left run turn left run turn left run turn left run turn left run
look around left thrice and look around left twice ->	LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK	 turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look
jump around left thrice and jump twice ->	LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP JUMP JUMP	 turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump jump jump
jump around left thrice after look left twice ->	LEFT LOOK LEFT LOOK LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP	 turn left look turn left look turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump
jump around right thrice after jump around left ->	LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP	 turn left jump turn left jump turn left jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
look around right twice after jump opposite left thrice ->	LEFT LEFT JUMP LEFT LEFT JUMP LEFT LEFT JUMP RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK	 turn left turn left jump turn left turn left jump turn left turn left jump turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look
walk around right twice after run around right ->	RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK	 turn right run turn right run turn right run turn right run turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
jump opposite left thrice after jump around left twice ->	LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT LEFT JUMP LEFT LEFT JUMP LEFT LEFT JUMP	 turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump
look around left after run around right thrice ->	RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK	 turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn left look turn left look turn left look turn left look
jump twice and run around right thrice ->	JUMP JUMP RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN	 jump jump turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run
walk opposite right thrice after look around left twice ->	LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK RIGHT RIGHT WALK RIGHT RIGHT WALK RIGHT RIGHT WALK	 turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn right turn right walk turn right turn right walk turn right turn right walk
walk around left thrice and turn right ->	LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK RIGHT	 turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn right
run around left thrice after run ->	RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN	 run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run
walk around left thrice after run left ->	LEFT RUN LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK	 turn left run turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
walk around left and run around left twice ->	LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN	 turn left walk turn left walk turn left walk turn left walk turn left walk turn left run turn left run turn left run turn left run turn left run turn left run turn left run
run around right thrice after turn right twice ->	RIGHT RIGHT RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN	 turn right turn right turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run
walk around left thrice and walk opposite right ->	LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK RIGHT RIGHT WALK	 turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn right turn right walk
jump opposite right thrice and jump around right thrice ->	RIGHT RIGHT JUMP RIGHT RIGHT JUMP RIGHT RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP	 turn right turn right jump turn right turn right jump turn right turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
run opposite left and run around left thrice ->	LEFT LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN	 turn left turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run
look opposite right thrice and walk around left thrice ->	RIGHT RIGHT LOOK RIGHT RIGHT LOOK RIGHT RIGHT LOOK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK	 turn right turn right look turn right turn right look turn right turn right look turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
walk around left thrice and jump around left twice ->	LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP	 turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left jump turn left jump turn left jump turn left jump turn left jump
run around right thrice after look ->	LOOK RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN	 look turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run
walk around right twice after jump around right thrice ->	RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK	 turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
walk around right twice and walk around right twice ->	RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK	 turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
turn opposite left thrice after jump around right thrice ->	RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP LEFT LEFT LEFT LEFT LEFT LEFT	 turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn left turn left turn left turn left turn left turn left
walk around left thrice after run right thrice ->	RIGHT RUN RIGHT RUN RIGHT RUN LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK	 turn right run turn right run turn right run turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
look around right twice and walk around right ->	RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK	 turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right walk turn right walk turn right walk
run left thrice after walk around left thrice ->	LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT RUN LEFT RUN LEFT RUN	 turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left run turn left run turn left run
walk opposite right twice after walk around left thrice ->	LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK RIGHT RIGHT WALK RIGHT RIGHT WALK	 turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn right turn right walk turn right turn right walk
look and jump around left thrice ->	LOOK LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP	 look turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump
run around right thrice and turn around right ->	RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RIGHT RIGHT RIGHT	 turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right turn right turn right turn right
walk around right after run around right twice ->	RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK	 turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right walk turn right walk turn right walk turn right walk
run around right thrice after look opposite right thrice ->	RIGHT RIGHT LOOK RIGHT RIGHT LOOK RIGHT RIGHT LOOK RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN	 turn right turn right look turn right turn right look turn right turn right look turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run
run around right thrice after run left twice ->	LEFT RUN LEFT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN	 turn left run turn left run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run
walk around right thrice and turn left twice ->	RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK LEFT LEFT	 turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn left turn left
walk around right thrice after jump around right ->	RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK	 turn right jump turn right jump turn right jump turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
jump left after jump around right thrice ->	RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP LEFT JUMP	 turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
jump around left thrice and walk around right ->	LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK	 turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn right walk turn right walk turn right walk turn right walk
run around right thrice and run opposite right thrice ->	RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RUN RIGHT RIGHT RUN RIGHT RIGHT RUN RIGHT RIGHT RUN	 turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right turn right run turn right turn right run turn right turn right run
look around right thrice and jump right twice ->	RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT JUMP RIGHT JUMP	 turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right jump turn right jump
walk around left twice after look opposite left thrice ->	LEFT LEFT LOOK LEFT LEFT LOOK LEFT LEFT LOOK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK	 turn left turn left look turn left turn left look turn left turn left look turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
look around right thrice and jump left ->	RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK LEFT JUMP	 turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn left jump
jump left thrice after look around right thrice ->	RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK LEFT JUMP LEFT JUMP LEFT JUMP	 turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn left jump turn left jump turn left jump
turn right thrice after walk around right thrice ->	RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT RIGHT RIGHT	 turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right turn right turn right turn right
walk around right thrice and walk around right thrice ->	RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK	 turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
turn opposite right thrice after run around left thrice ->	LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT	 turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn right turn right turn right turn right turn right
look around right thrice and look around right ->	RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK	 turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look
run around left twice and walk around right ->	LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK	 turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn right walk turn right walk turn right walk turn right walk
jump opposite right thrice after look around right twice ->	RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT RIGHT JUMP RIGHT RIGHT JUMP RIGHT RIGHT JUMP	 turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right turn right jump turn right turn right jump turn right turn right jump
walk around left thrice after jump ->	JUMP LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK LEFT WALK	 jump turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
jump around left after run around left twice ->	LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT RUN LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP	 turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left jump turn left jump turn left jump turn left jump
jump around right thrice after walk right thrice ->	RIGHT WALK RIGHT WALK RIGHT WALK RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP	 turn right walk turn right walk turn right walk turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
look around left thrice after jump opposite left twice ->	LEFT LEFT JUMP LEFT LEFT JUMP LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK	 turn left turn left jump turn left turn left jump turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look
look around left thrice after jump twice ->	JUMP JUMP LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK	 jump jump turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look
look around left thrice and look opposite right ->	LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK RIGHT RIGHT LOOK	 turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn right turn right look
turn around left twice after look around left twice ->	LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LOOK LEFT LEFT LEFT LEFT LEFT LEFT LEFT LEFT	 turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left turn left turn left turn left turn left turn left turn left
walk around right twice after look around right twice ->	RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT LOOK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK	 turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
walk opposite right and walk around right thrice ->	RIGHT RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK	 turn right turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
jump around left twice and look opposite left thrice ->	LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT JUMP LEFT LEFT LOOK LEFT LEFT LOOK LEFT LEFT LOOK	 turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left turn left look turn left turn left look turn left turn left look
run thrice and jump around right thrice ->	RUN RUN RUN RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP	 run run run turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
jump opposite right twice after jump around right thrice ->	RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT JUMP RIGHT RIGHT JUMP RIGHT RIGHT JUMP	 turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
walk around right thrice and look thrice ->	RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK RIGHT WALK LOOK LOOK LOOK	 turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk look look look
