prompt	ground_truth	candidate
walk around left twice after look around left ->	" turn left look turn left look turn left look turn left look turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
"	 turn left look turn left look turn left look turn left look turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
look around left and jump around left twice ->	" turn left look turn left look turn left look turn left look turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump
"	 turn left look turn left look turn left look turn left look turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump
jump around right and look around left twice ->	" turn right jump turn right jump turn right jump turn right jump turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look
"	 turn right jump turn right jump turn right jump turn right jump turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look
look around left and walk around right twice ->	" turn left look turn left look turn left look turn left look turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
"	 turn left look turn left look turn left look turn left look turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
jump around right thrice ->	" turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
"	 turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
look around right and look around right twice ->	" turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look
"	 turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look
run around left twice and jump around right ->	" turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn right jump turn right jump turn right jump turn right jump
"	 turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn right jump turn right jump turn right jump
walk around left and walk around right twice ->	" turn left walk turn left walk turn left walk turn left walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
"	 turn left walk turn left walk turn left walk turn left walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
turn around right twice and jump around right twice ->	" turn right turn right turn right turn right turn right turn right turn right turn right turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
"	 turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
turn around left twice and run around right twice ->	" turn left turn left turn left turn left turn left turn left turn left turn left turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run
"	 turn left turn left turn left turn left turn left turn left turn left turn left turn right run turn right run turn right run turn right run turn right run turn right run turn right run
jump around right twice and jump around right ->	" turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
"	 turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
jump around right after run around right twice ->	" turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right jump turn right jump turn right jump turn right jump
"	 turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right jump turn right jump turn right jump turn right jump
walk around right and run around left twice ->	" turn right walk turn right walk turn right walk turn right walk turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run
"	 turn right walk turn right walk turn right walk turn right walk turn left run turn left run turn left run turn left run turn left run turn left run
run around left after walk around left twice ->	" turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left run turn left run turn left run turn left run
"	 turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left run turn left run turn left run
walk around left twice and walk around left ->	" turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
"	 turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
turn around left twice after jump around left twice ->	" turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left turn left turn left turn left turn left turn left turn left turn left
"	 turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left turn left turn left turn left turn left turn left turn left turn left
look around left after run around right twice ->	" turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn left look turn left look turn left look turn left look
"	 turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn left look turn left look turn left look
look around right twice after jump around left ->	" turn left jump turn left jump turn left jump turn left jump turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look
"	 turn left jump turn left jump turn left jump turn left jump turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look
walk around right thrice ->	" turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
"	 turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
walk around left twice and walk around right ->	" turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn right walk turn right walk turn right walk turn right walk
"	 turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn right walk turn right walk turn right walk
jump around right after jump around left twice ->	" turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn right jump turn right jump turn right jump turn right jump
"	 turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn right jump turn right jump turn right jump turn right jump
jump around left after run around left twice ->	" turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left jump turn left jump turn left jump turn left jump
"	 turn left run turn left run turn left run turn left run turn left run turn left jump turn left jump turn left jump turn left jump turn left jump
run around left twice and look around left ->	" turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left look turn left look turn left look turn left look
"	 turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left look turn left look turn left look
look around right twice and run around right ->	" turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right run turn right run turn right run turn right run
"	 turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right run turn right run turn right run
walk around left after jump around right twice ->	" turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn left walk turn left walk turn left walk turn left walk
"	 turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn left walk turn left walk turn left walk
walk around right and look around left twice ->	" turn right walk turn right walk turn right walk turn right walk turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look
"	 turn right walk turn right walk turn right walk turn right walk turn left look turn left look turn left look turn left look turn left look turn left look turn left look
jump around right twice and run around right ->	" turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right run turn right run turn right run turn right run
"	 turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right run turn right run turn right run turn right run
run around right and look around left twice ->	" turn right run turn right run turn right run turn right run turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look
"	 turn right run turn right run turn right run turn right run turn left look turn left look turn left look turn left look turn left look turn left look turn left look
run around right twice after turn around left twice ->	" turn left turn left turn left turn left turn left turn left turn left turn left turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run
"	 turn left turn left turn left turn left turn left turn left turn left turn left turn left turn right run turn right run turn right run turn right run turn right run turn right run turn right run
look around left and look around right twice ->	" turn left look turn left look turn left look turn left look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look
"	 turn left look turn left look turn left look turn left look turn right look turn right look turn right look turn right look turn right look turn right look
walk around left twice after jump around left ->	" turn left jump turn left jump turn left jump turn left jump turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
"	 turn left jump turn left jump turn left jump turn left jump turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
look around left after run around left twice ->	" turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left look turn left look turn left look turn left look
"	 turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left look turn left look turn left look turn left look
turn around left twice after run around left twice ->	" turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left turn left turn left turn left turn left turn left turn left turn left
"	 turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left turn left turn left turn left turn left turn left turn left
look around right after run around right twice ->	" turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right look turn right look turn right look turn right look
"	 turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right look turn right look turn right look turn right look
look around left and jump around right twice ->	" turn left look turn left look turn left look turn left look turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
"	 turn left look turn left look turn left look turn left look turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
walk around left and walk around left twice ->	" turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
"	 turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
look around left twice after look around right ->	" turn right look turn right look turn right look turn right look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look
"	 turn right look turn right look turn right look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look
jump around right and run around left twice ->	" turn right jump turn right jump turn right jump turn right jump turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run
"	 turn right jump turn right jump turn right jump turn right jump turn left run turn left run turn left run turn left run turn left run turn left run turn left run
look around left after jump around left twice ->	" turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left look turn left look turn left look turn left look
"	 turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left look turn left look turn left look turn left look
turn around right twice and look around right twice ->	" turn right turn right turn right turn right turn right turn right turn right turn right turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look
"	 turn right turn right turn right turn right turn right turn right turn right turn right turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look
run around right and walk around right twice ->	" turn right run turn right run turn right run turn right run turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
"	 turn right run turn right run turn right run turn right run turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
walk around right twice after look around right ->	" turn right look turn right look turn right look turn right look turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
"	 turn right look turn right look turn right look turn right look turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
walk around left twice and look around right ->	" turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn right look turn right look turn right look turn right look
"	 turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn right look turn right look turn right look turn right look
run around left and walk around right twice ->	" turn left run turn left run turn left run turn left run turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
"	 turn left run turn left run turn left run turn left run turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
jump around right twice after look around right ->	" turn right look turn right look turn right look turn right look turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
"	 turn right look turn right look turn right look turn right look turn right look turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
turn around right thrice after turn around right thrice ->	" turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right
"	 turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right
look around right twice and jump around right ->	" turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right jump turn right jump turn right jump turn right jump
"	 turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right jump turn right jump turn right jump
jump around left and look around left twice ->	" turn left jump turn left jump turn left jump turn left jump turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look
"	 turn left jump turn left jump turn left jump turn left jump turn left look turn left look turn left look turn left look turn left look turn left look turn left look
jump around left twice after run around left ->	" turn left run turn left run turn left run turn left run turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump
"	 turn left run turn left run turn left run turn left run turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump
run around left twice after turn around right twice ->	" turn right turn right turn right turn right turn right turn right turn right turn right turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run
"	 turn right turn right turn right turn right turn right turn right turn right turn right turn right turn left run turn left run turn left run turn left run turn left run turn left run turn left run
look around right twice and walk around left ->	" turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn left walk turn left walk turn left walk turn left walk
"	 turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn left walk turn left walk turn left walk
look around left after jump around right twice ->	" turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn left look turn left look turn left look turn left look
"	 turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn left look turn left look turn left look turn left look
jump around left and run around right twice ->	" turn left jump turn left jump turn left jump turn left jump turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run
"	 turn left jump turn left jump turn left jump turn left jump turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run
run around right twice and jump around left ->	" turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn left jump turn left jump turn left jump turn left jump
"	 turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn left jump turn left jump turn left jump
run around right twice and turn around right twice ->	" turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right turn right turn right turn right turn right turn right turn right turn right
"	 turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right turn right turn right turn right turn right turn right turn right turn right
look around left after look around right twice ->	" turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn left look turn left look turn left look turn left look
"	 turn right look turn right look turn right look turn right look turn left look turn left look turn left look turn left look turn left look
run around left twice and jump around left ->	" turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left jump turn left jump turn left jump turn left jump
"	 turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left jump turn left jump turn left jump
look around right twice and walk around right ->	" turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right walk turn right walk turn right walk turn right walk
"	 turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right walk turn right walk turn right walk
walk around right twice and jump around right ->	" turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right jump turn right jump turn right jump turn right jump
"	 turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right jump turn right jump turn right jump
jump around left twice and jump around left ->	" turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump
"	 turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump
run around right and jump around left twice ->	" turn right run turn right run turn right run turn right run turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump
"	 turn right run turn right run turn right run turn right run turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump
walk around left twice and turn around left twice ->	" turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left turn left turn left turn left turn left turn left turn left turn left
"	 turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left turn left turn left turn left turn left turn left turn left
walk around right twice and turn around left twice ->	" turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn left turn left turn left turn left turn left turn left turn left turn left
"	 turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn left turn left turn left turn left turn left turn left turn left turn left turn left
look around right and run around left twice ->	" turn right look turn right look turn right look turn right look turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run
"	 turn right look turn right look turn right look turn right look turn left run turn left run turn left run turn left run turn left run turn left run turn left run
look around right after look around left twice ->	" turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn right look turn right look turn right look turn right look
"	 turn left look turn left look turn left look turn left look turn left look turn left look turn right look turn right look turn right look turn right look
look around left twice after turn around left twice ->	" turn left turn left turn left turn left turn left turn left turn left turn left turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look
"	 turn left turn left turn left turn left turn left turn left turn left turn left turn left turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look
jump around left after run around right twice ->	" turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn left jump turn left jump turn left jump turn left jump
"	 turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn left jump turn left jump turn left jump turn left jump
walk around right after jump around left twice ->	" turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn right walk turn right walk turn right walk turn right walk
"	 turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn right walk turn right walk turn right walk turn right walk
walk around left after look around right twice ->	" turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn left walk turn left walk turn left walk turn left walk
"	 turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn left walk turn left walk turn left walk
look around left twice and run around right ->	" turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn right run turn right run turn right run turn right run
"	 turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn right run turn right run turn right run
look around right after run around left twice ->	" turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn right look turn right look turn right look turn right look
"	 turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn right look turn right look turn right look turn right look
turn around left twice and run around left twice ->	" turn left turn left turn left turn left turn left turn left turn left turn left turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run
"	 turn left turn left turn left turn left turn left turn left turn left turn left turn left turn left run turn left run turn left run turn left run turn left run turn left run
jump around left twice and walk around left ->	" turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left walk turn left walk turn left walk turn left walk
"	 turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left walk turn left walk turn left walk
run around left twice after run around left ->	" turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run
"	 turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run
walk around left twice and look around left ->	" turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left look turn left look turn left look turn left look
"	 turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left look turn left look turn left look
look around left twice after walk around right ->	" turn right walk turn right walk turn right walk turn right walk turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look
"	 turn right walk turn right walk turn right walk turn right walk turn left look turn left look turn left look turn left look turn left look turn left look turn left look
walk around left after look around left twice ->	" turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left walk turn left walk turn left walk turn left walk
"	 turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left walk turn left walk turn left walk
turn around left twice and look around left twice ->	" turn left turn left turn left turn left turn left turn left turn left turn left turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look
"	 turn left turn left turn left turn left turn left turn left turn left turn left turn left turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look
look around right thrice ->	" turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look
"	 turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look
walk around left and run around left twice ->	" turn left walk turn left walk turn left walk turn left walk turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run
"	 turn left walk turn left walk turn left walk turn left walk turn left run turn left run turn left run turn left run turn left run turn left run
walk around left thrice ->	" turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
"	 turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
look around left and walk around left twice ->	" turn left look turn left look turn left look turn left look turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
"	 turn left look turn left look turn left look turn left look turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
jump around right after walk around right twice ->	" turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right jump turn right jump turn right jump turn right jump
"	 turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right jump turn right jump turn right jump turn right jump
look around right and run around right twice ->	" turn right look turn right look turn right look turn right look turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run
"	 turn right look turn right look turn right look turn right look turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run
walk around left after run around right twice ->	" turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn left walk turn left walk turn left walk turn left walk
"	 turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn left walk turn left walk turn left walk
jump around left after jump around right twice ->	" turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn left jump turn left jump turn left jump turn left jump
"	 turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn left jump turn left jump turn left jump turn left jump
run around left and run around left twice ->	" turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run
"	 turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run
jump around left twice and look around right ->	" turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn right look turn right look turn right look turn right look
"	 turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn right look turn right look turn right look turn right look
jump around left and run around left twice ->	" turn left jump turn left jump turn left jump turn left jump turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run
"	 turn left jump turn left jump turn left jump turn left jump turn left run turn left run turn left run turn left run turn left run turn left run turn left run
look around right after look around right twice ->	" turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look
"	 turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look
run around left after look around left twice ->	" turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left run turn left run turn left run turn left run
"	 turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left run turn left run turn left run turn left run
jump around right and look around right twice ->	" turn right jump turn right jump turn right jump turn right jump turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look
"	 turn right jump turn right jump turn right jump turn right jump turn right look turn right look turn right look turn right look turn right look turn right look turn right look
jump around left twice after turn around right twice ->	" turn right turn right turn right turn right turn right turn right turn right turn right turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump
"	 turn right turn right turn right turn right turn right turn right turn right turn right turn right turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump
run around left twice after turn around left twice ->	" turn left turn left turn left turn left turn left turn left turn left turn left turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run
"	 turn left turn left turn left turn left turn left turn left turn left turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run
turn around left twice and look around right twice ->	" turn left turn left turn left turn left turn left turn left turn left turn left turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look
"	 turn left turn left turn left turn left turn left turn left turn left turn left turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look
look around left after walk around left twice ->	" turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left look turn left look turn left look turn left look
"	 turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left look turn left look turn left look
run around left twice and walk around right ->	" turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn right walk turn right walk turn right walk turn right walk
"	 turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn right walk turn right walk turn right walk
jump around left twice after jump around left ->	" turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump
"	 turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump
look around right and jump around right twice ->	" turn right look turn right look turn right look turn right look turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
"	 turn right look turn right look turn right look turn right look turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
turn around left twice after look around left twice ->	" turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left turn left turn left turn left turn left turn left turn left turn left
"	 turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left turn left turn left turn left turn left turn left turn left turn left
run around right after look around right twice ->	" turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right run turn right run turn right run turn right run
"	 turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right run turn right run turn right run turn right run
turn around left twice after walk around right twice ->	" turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn left turn left turn left turn left turn left turn left turn left turn left
"	 turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn left turn left turn left turn left turn left turn left turn left turn left turn left
jump around right and jump around right twice ->	" turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
"	 turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
look around left twice after walk around left ->	" turn left walk turn left walk turn left walk turn left walk turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look
"	 turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left look turn left look turn left look turn left look turn left look turn left look
run around left twice after walk around right ->	" turn right walk turn right walk turn right walk turn right walk turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run
"	 turn right walk turn right walk turn right walk turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run
run around left twice and turn around left twice ->	" turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left turn left turn left turn left turn left turn left turn left turn left
"	 turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left turn left turn left turn left turn left turn left turn left
look around left twice after run around right ->	" turn right run turn right run turn right run turn right run turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look
"	 turn right run turn right run turn right run turn right run turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look
walk around right and jump around left twice ->	" turn right walk turn right walk turn right walk turn right walk turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump
"	 turn right walk turn right walk turn right walk turn right walk turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump
walk around left twice and jump around left ->	" turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left jump turn left jump turn left jump turn left jump
"	 turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left jump turn left jump turn left jump
